Year,Country Code,Publication Count
2008,https://openalex.org/countries/DE,231664
2008,https://openalex.org/countries/FR,197880
2008,https://openalex.org/countries/CA,131799
2008,https://openalex.org/countries/IT,120186
2008,https://openalex.org/countries/ES,95310
2008,https://openalex.org/countries/IN,93008
2008,https://openalex.org/countries/KR,92199
2008,https://openalex.org/countries/AU,91634
2008,https://openalex.org/countries/BR,73674
2008,https://openalex.org/countries/RU,72730
2008,https://openalex.org/countries/NL,66229
2008,https://openalex.org/countries/TW,64997
2008,https://openalex.org/countries/PL,50284
2008,https://openalex.org/countries/CH,48900
2008,https://openalex.org/countries/SE,43204
2008,https://openalex.org/countries/BE,43166
2009,https://openalex.org/countries/CN,1032436
2009,https://openalex.org/countries/US,974205
2009,https://openalex.org/countries/GB,251773
2009,https://openalex.org/countries/JP,244677
2009,https://openalex.org/countries/DE,234929
2009,https://openalex.org/countries/FR,207843
2009,https://openalex.org/countries/CA,140201
2009,https://openalex.org/countries/IT,128918
2009,https://openalex.org/countries/ES,105729
2009,https://openalex.org/countries/IN,103020
2009,https://openalex.org/countries/KR,101677
2009,https://openalex.org/countries/AU,99858
2009,https://openalex.org/countries/RU,94321
2009,https://openalex.org/countries/BR,81953
2009,https://openalex.org/countries/NL,72528
2009,https://openalex.org/countries/TW,68292
2009,https://openalex.org/countries/PL,53685
2009,https://openalex.org/countries/CH,52889
2009,https://openalex.org/countries/SE,46531
2009,https://openalex.org/countries/BE,45806
2010,https://openalex.org/countries/CN,1140399
2010,https://openalex.org/countries/US,1022338
2010,https://openalex.org/countries/GB,266064
2010,https://openalex.org/countries/DE,254136
2010,https://openalex.org/countries/JP,244993
2010,https://openalex.org/countries/FR,216141
2010,https://openalex.org/countries/CA,148656
2010,https://openalex.org/countries/IT,133933
2010,https://openalex.org/countries/IN,125525
2010,https://openalex.org/countries/ES,114841
2010,https://openalex.org/countries/KR,114771
2010,https://openalex.org/countries/AU,108666
2010,https://openalex.org/countries/BR,88622
2010,https://openalex.org/countries/NL,77402
2010,https://openalex.org/countries/RU,74820
2010,https://openalex.org/countries/TW,74528
2010,https://openalex.org/countries/CH,57760
2010,https://openalex.org/countries/PL,56982
2010,https://openalex.org/countries/IR,54099
2010,https://openalex.org/countries/SE,49196
2011,https://openalex.org/countries/CN,1244574
2011,https://openalex.org/countries/US,1072035
2011,https://openalex.org/countries/GB,277255
2011,https://openalex.org/countries/DE,260220
2011,https://openalex.org/countries/JP,250659
2011,https://openalex.org/countries/FR,229344
2011,https://openalex.org/countries/CA,155367
2011,https://openalex.org/countries/IN,146340
2011,https://openalex.org/countries/IT,142509
2011,https://openalex.org/countries/KR,130083
2011,https://openalex.org/countries/ES,127001
2011,https://openalex.org/countries/AU,119988
2011,https://openalex.org/countries/BR,97964
2011,https://openalex.org/countries/NL,81550
2011,https://openalex.org/countries/RU,79536
2011,https://openalex.org/countries/TW,77800
2011,https://openalex.org/countries/IR,72097
2011,https://openalex.org/countries/PL,62942
2011,https://openalex.org/countries/CH,59883
2011,https://openalex.org/countries/SE,53809
2012,https://openalex.org/countries/CN,1132172
2012,https://openalex.org/countries/US,1077865
2012,https://openalex.org/countries/GB,288464
2012,https://openalex.org/countries/DE,273217
2012,https://openalex.org/countries/JP,256651
2012,https://openalex.org/countries/FR,241653
2012,https://openalex.org/countries/IN,180630
2012,https://openalex.org/countries/CA,158380
2012,https://openalex.org/countries/IT,151039
2012,https://openalex.org/countries/KR,140455
2012,https://openalex.org/countries/ES,131864
2012,https://openalex.org/countries/AU,127792
2012,https://openalex.org/countries/BR,111238
2012,https://openalex.org/countries/RU,85538
2012,https://openalex.org/countries/NL,84798
2012,https://openalex.org/countries/IR,79960
2012,https://openalex.org/countries/TW,76291
2012,https://openalex.org/countries/PL,72062
2012,https://openalex.org/countries/CH,66118
2012,https://openalex.org/countries/SE,58660
2013,https://openalex.org/countries/CN,1144919
2013,https://openalex.org/countries/US,1130363
2013,https://openalex.org/countries/GB,300852
2013,https://openalex.org/countries/DE,281466
2013,https://openalex.org/countries/JP,255256
2013,https://openalex.org/countries/FR,250917
2013,https://openalex.org/countries/IN,208418
2013,https://openalex.org/countries/CA,164198
2013,https://openalex.org/countries/IT,161603
2013,https://openalex.org/countries/KR,147913
2013,https://openalex.org/countries/AU,139358
2013,https://openalex.org/countries/ES,136480
2013,https://openalex.org/countries/BR,120232
2013,https://openalex.org/countries/RU,98430
2013,https://openalex.org/countries/NL,87602
2013,https://openalex.org/countries/IR,86965
2013,https://openalex.org/countries/PL,85432
2013,https://openalex.org/countries/TW,78205
2013,https://openalex.org/countries/CH,67933
2013,https://openalex.org/countries/SE,60573
2014,https://openalex.org/countries/US,1155825
2014,https://openalex.org/countries/CN,1083684
2014,https://openalex.org/countries/GB,313793
2014,https://openalex.org/countries/DE,295234
2014,https://openalex.org/countries/FR,260452
2014,https://openalex.org/countries/JP,256109
2014,https://openalex.org/countries/IN,242592
2014,https://openalex.org/countries/CA,172656
2014,https://openalex.org/countries/IT,172453
2014,https://openalex.org/countries/KR,151102
2014,https://openalex.org/countries/AU,147150
2014,https://openalex.org/countries/ES,141720
2014,https://openalex.org/countries/BR,135641
2014,https://openalex.org/countries/RU,114638
2014,https://openalex.org/countries/IR,98434
2014,https://openalex.org/countries/PL,95471
2014,https://openalex.org/countries/NL,91150
2014,https://openalex.org/countries/TW,75161
2014,https://openalex.org/countries/CH,72187
2014,https://openalex.org/countries/SE,65936
2015,https://openalex.org/countries/US,1164406
2015,https://openalex.org/countries/CN,947851
2015,https://openalex.org/countries/GB,326469
2015,https://openalex.org/countries/DE,303143
2015,https://openalex.org/countries/FR,262750
2015,https://openalex.org/countries/JP,251346
2015,https://openalex.org/countries/IN,250179
2015,https://openalex.org/countries/IT,178620
2015,https://openalex.org/countries/CA,173129
2015,https://openalex.org/countries/BR,153492
2015,https://openalex.org/countries/AU,151739
2015,https://openalex.org/countries/KR,150358
2015,https://openalex.org/countries/ES,144177
2015,https://openalex.org/countries/RU,141502
2015,https://openalex.org/countries/IR,108129
2015,https://openalex.org/countries/PL,102755
2015,https://openalex.org/countries/NL,91469
2015,https://openalex.org/countries/CH,74810
2015,https://openalex.org/countries/TW,68170
2015,https://openalex.org/countries/SE,66574
2016,https://openalex.org/countries/US,1173348
2016,https://openalex.org/countries/CN,832797
2016,https://openalex.org/countries/GB,356037
2016,https://openalex.org/countries/DE,325583
2016,https://openalex.org/countries/IN,282095
2016,https://openalex.org/countries/FR,270437
2016,https://openalex.org/countries/JP,256365
2016,https://openalex.org/countries/CA,190380
2016,https://openalex.org/countries/IT,183688
2016,https://openalex.org/countries/RU,165259
2016,https://openalex.org/countries/AU,157723
2016,https://openalex.org/countries/BR,155268
2016,https://openalex.org/countries/ES,146079
2016,https://openalex.org/countries/KR,144408
2016,https://openalex.org/countries/IR,119089
2016,https://openalex.org/countries/PL,110305
2016,https://openalex.org/countries/NL,96568
2016,https://openalex.org/countries/ID,93285
2016,https://openalex.org/countries/SE,78187
2016,https://openalex.org/countries/CH,77756
2017,https://openalex.org/countries/US,1197897
2017,https://openalex.org/countries/CN,918019
2017,https://openalex.org/countries/GB,351743
2017,https://openalex.org/countries/DE,327094
2017,https://openalex.org/countries/IN,318802
2017,https://openalex.org/countries/FR,269951
2017,https://openalex.org/countries/JP,253487
2017,https://openalex.org/countries/IT,191939
2017,https://openalex.org/countries/CA,182414
2017,https://openalex.org/countries/RU,176290
2017,https://openalex.org/countries/BR,168768
2017,https://openalex.org/countries/AU,160619
2017,https://openalex.org/countries/ES,153204
2017,https://openalex.org/countries/ID,145364
2017,https://openalex.org/countries/KR,143485
2017,https://openalex.org/countries/IR,128077
2017,https://openalex.org/countries/PL,112669
2017,https://openalex.org/countries/NL,97345
2017,https://openalex.org/countries/TR,82896
2017,https://openalex.org/countries/CH,80093
2018,https://openalex.org/countries/US,1312199
2018,https://openalex.org/countries/CN,1074158
2018,https://openalex.org/countries/GB,371582
2018,https://openalex.org/countries/IN,345167
2018,https://openalex.org/countries/DE,339105
2018,https://openalex.org/countries/FR,274776
2018,https://openalex.org/countries/JP,262125
2018,https://openalex.org/countries/RU,213645
2018,https://openalex.org/countries/ID,206306
2018,https://openalex.org/countries/IT,197977
2018,https://openalex.org/countries/CA,193362
2018,https://openalex.org/countries/BR,182440
2018,https://openalex.org/countries/AU,172031
2018,https://openalex.org/countries/ES,159540
2018,https://openalex.org/countries/KR,148526
2018,https://openalex.org/countries/IR,135102
2018,https://openalex.org/countries/PL,116293
2018,https://openalex.org/countries/NL,104575
2018,https://openalex.org/countries/TR,92548
2018,https://openalex.org/countries/CH,82436
2019,https://openalex.org/countries/US,1364342
2019,https://openalex.org/countries/CN,1235691
2019,https://openalex.org/countries/GB,392668
2019,https://openalex.org/countries/DE,359381
2019,https://openalex.org/countries/IN,358622
2019,https://openalex.org/countries/FR,283460
2019,https://openalex.org/countries/ID,264844
2019,https://openalex.org/countries/RU,263457
2019,https://openalex.org/countries/JP,262634
2019,https://openalex.org/countries/IT,213885
2019,https://openalex.org/countries/CA,203544
2019,https://openalex.org/countries/BR,191956
2019,https://openalex.org/countries/AU,183001
2019,https://openalex.org/countries/ES,168802
2019,https://openalex.org/countries/KR,156600
2019,https://openalex.org/countries/IR,145558
2019,https://openalex.org/countries/NL,115372
2019,https://openalex.org/countries/PL,112601
2019,https://openalex.org/countries/TR,105488
2019,https://openalex.org/countries/CH,97116
2020,https://openalex.org/countries/US,1570385
2020,https://openalex.org/countries/CN,1370385
2020,https://openalex.org/countries/IN,442642
2020,https://openalex.org/countries/GB,437911
2020,https://openalex.org/countries/DE,372786
2020,https://openalex.org/countries/ID,310180
2020,https://openalex.org/countries/RU,292922
2020,https://openalex.org/countries/JP,270257
2020,https://openalex.org/countries/FR,267409
2020,https://openalex.org/countries/CA,240825
2020,https://openalex.org/countries/IT,238445
2020,https://openalex.org/countries/BR,212595
2020,https://openalex.org/countries/AU,195988
2020,https://openalex.org/countries/ES,186040
2020,https://openalex.org/countries/KR,172904
2020,https://openalex.org/countries/IR,160746
2020,https://openalex.org/countries/TR,124448
2020,https://openalex.org/countries/NL,123277
2020,https://openalex.org/countries/PL,112578
2020,https://openalex.org/countries/CH,98433
2021,https://openalex.org/countries/CN,1546397
2021,https://openalex.org/countries/US,1443714
2021,https://openalex.org/countries/IN,494740
2021,https://openalex.org/countries/GB,444010
2021,https://openalex.org/countries/DE,393273
2021,https://openalex.org/countries/ID,360386
2021,https://openalex.org/countries/RU,311716
2021,https://openalex.org/countries/FR,277905
2021,https://openalex.org/countries/JP,265405
2021,https://openalex.org/countries/IT,248034
2021,https://openalex.org/countries/CA,240273
2021,https://openalex.org/countries/BR,206691
2021,https://openalex.org/countries/AU,197060
2021,https://openalex.org/countries/ES,192799
2021,https://openalex.org/countries/KR,175129
2021,https://openalex.org/countries/IR,160781
2021,https://openalex.org/countries/TR,145370
2021,https://openalex.org/countries/NL,124547
2021,https://openalex.org/countries/PL,115812
2021,https://openalex.org/countries/CH,102631
2022,https://openalex.org/countries/CN,1823914
2022,https://openalex.org/countries/US,1779265
2022,https://openalex.org/countries/IN,538000
2022,https://openalex.org/countries/GB,398046
2022,https://openalex.org/countries/DE,368813
2022,https://openalex.org/countries/ID,357451
2022,https://openalex.org/countries/FR,273854
2022,https://openalex.org/countries/RU,262885
2022,https://openalex.org/countries/JP,251095
2022,https://openalex.org/countries/IT,242730
2022,https://openalex.org/countries/CA,211889
2022,https://openalex.org/countries/ES,188581
2022,https://openalex.org/countries/AU,183101
2022,https://openalex.org/countries/BR,182742
2022,https://openalex.org/countries/KR,178062
2022,https://openalex.org/countries/TR,152060
2022,https://openalex.org/countries/IR,136599
2022,https://openalex.org/countries/NL,120568
2022,https://openalex.org/countries/PL,107238
2022,https://openalex.org/countries/SA,104524
2023,https://openalex.org/countries/CN,1950325
2023,https://openalex.org/countries/US,1292586
2023,https://openalex.org/countries/IN,578520
2023,https://openalex.org/countries/GB,411022
2023,https://openalex.org/countries/ID,387833
2023,https://openalex.org/countries/DE,386517
2023,https://openalex.org/countries/FR,275969
2023,https://openalex.org/countries/IT,261353
2023,https://openalex.org/countries/JP,251712
2023,https://openalex.org/countries/RU,237671
2023,https://openalex.org/countries/CA,220164
2023,https://openalex.org/countries/ES,197608
2023,https://openalex.org/countries/BR,190880
2023,https://openalex.org/countries/KR,187651
2023,https://openalex.org/countries/AU,185962
2023,https://openalex.org/countries/TR,159462
2023,https://openalex.org/countries/IR,127149
2023,https://openalex.org/countries/NL,124376
2023,https://openalex.org/countries/SA,114735
2023,https://openalex.org/countries/PL,113356
2024,https://openalex.org/countries/CN,1676649
2024,https://openalex.org/countries/US,999021
2024,https://openalex.org/countries/IN,459003
2024,https://openalex.org/countries/GB,303657
2024,https://openalex.org/countries/DE,274122
2024,https://openalex.org/countries/FR,216000
2024,https://openalex.org/countries/JP,199827
2024,https://openalex.org/countries/ID,191001
2024,https://openalex.org/countries/IT,190911
2024,https://openalex.org/countries/CA,164033
2024,https://openalex.org/countries/KR,152117
2024,https://openalex.org/countries/ES,145456
2024,https://openalex.org/countries/RU,144679
2024,https://openalex.org/countries/AU,136274
2024,https://openalex.org/countries/BR,133186
2024,https://openalex.org/countries/TR,124211
2024,https://openalex.org/countries/SA,101053
2024,https://openalex.org/countries/IR,92960
2024,https://openalex.org/countries/NL,91427
2024,https://openalex.org/countries/PL,80005
2025,https://openalex.org/countries/CN,421660
2025,https://openalex.org/countries/US,261582
2025,https://openalex.org/countries/IN,88908
2025,https://openalex.org/countries/GB,76440
2025,https://openalex.org/countries/DE,66520
2025,https://openalex.org/countries/JP,53900
2025,https://openalex.org/countries/IT,45297
2025,https://openalex.org/countries/FR,44278
2025,https://openalex.org/countries/CA,40864
2025,https://openalex.org/countries/KR,38891
2025,https://openalex.org/countries/AU,36428
2025,https://openalex.org/countries/ES,35344
2025,https://openalex.org/countries/BR,27915
2025,https://openalex.org/countries/TR,26861
2025,https://openalex.org/countries/RU,26529
2025,https://openalex.org/countries/SA,24034
2025,https://openalex.org/countries/NL,23250
2025,https://openalex.org/countries/IR,20076
2025,https://openalex.org/countries/PL,18934
2025,https://openalex.org/countries/HK,18501
